bookName,starRating,bookPrice in (EUR),imageLink
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,41.83,http://books.toscrape.com/media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg
Soul Reader,Two,39.58,http://books.toscrape.com/media/cache/69/85/69852567cf97264a1442cbc882c84903.jpg
Security,Two,39.25,http://books.toscrape.com/media/cache/da/df/dadfac66a89774b46b10225362724c83.jpg
"Saga, Volume 6 (Saga (Collected Editions) #6)",Three,25.02,http://books.toscrape.com/media/cache/43/ae/43aee83ebb31e2122a7215e413770e5c.jpg
Algorithms to Live By: The Computer Science of Human Decisions,One,30.81,http://books.toscrape.com/media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg
A World of Flavor: Your Gluten Free Passport,One,42.95,http://books.toscrape.com/media/cache/78/2e/782e315667ec50759b8603527ee33dec.jpg
A Murder in Time,One,16.64,http://books.toscrape.com/media/cache/11/aa/11aaad48b5f15e262456ca65294084da.jpg
A Fierce and Subtle Poison,Four,28.13,http://books.toscrape.com/media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Five,13.61,http://books.toscrape.com/media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg
Princess Between Worlds (Wide-Awake Princess #5),Five,13.34,http://books.toscrape.com/media/cache/b7/e8/b7e84b78be3d9bb79b71156a5e5d4e42.jpg
"Pop Gun War, Volume 1: Gift",One,18.97,http://books.toscrape.com/media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Two,36.28,http://books.toscrape.com/media/cache/64/44/6444dacdcb9edaadbbd691524622aeb8.jpg
Patience,Three,10.16,http://books.toscrape.com/media/cache/01/72/01726c619a05114dca75bd840095016d.jpg
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Four,15.44,http://books.toscrape.com/media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,48.41,http://books.toscrape.com/media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg
The Shadow Hero (The Shadow Hero),One,33.14,http://books.toscrape.com/media/cache/1f/62/1f621dda1b302fc16d83d94b0b5ac31c.jpg
The Secret (The Secret #1),Four,27.37,http://books.toscrape.com/media/cache/4e/0f/4e0f05ae01d8fb6bd0d3901edd06de16.jpg
The Psychopath Test: A Journey Through the Madness Industry,Two,36.00,http://books.toscrape.com/media/cache/34/f5/34f5f8e513c5f048241f5695e61b2483.jpg
The Project,One,10.65,http://books.toscrape.com/media/cache/10/6e/106e2fc7160712edf8e2ff996dc8cd6c.jpg
The Power of Now: A Guide to Spiritual Enlightenment,Two,43.54,http://books.toscrape.com/media/cache/03/38/0338682e76bad3216cd4c6c28b2b625a.jpg
The Omnivore's Dilemma: A Natural History of Four Meals,Two,38.21,http://books.toscrape.com/media/cache/14/f3/14f3d525e2a114cd71e27201a16af188.jpg
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Five,37.34,http://books.toscrape.com/media/cache/61/bd/61bdfe3950643c47d70c37c4123530f3.jpg
The Murder of Roger Ackroyd (Hercule Poirot #4),Four,44.10,http://books.toscrape.com/media/cache/29/fe/29fe70b1b2e5a9ba61d4bd331255e19e.jpg
The Mistake (Off-Campus #2),Three,43.29,http://books.toscrape.com/media/cache/a5/43/a543b100a8c1861c1bf5374ca6b576fe.jpg
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Two,37.60,http://books.toscrape.com/media/cache/0d/1f/0d1f3f934460f5a50aaa8c366641234c.jpg
The Long Shadow of Small Ghosts: Murder and Memory in an American City,One,10.97,http://books.toscrape.com/media/cache/f2/e5/f2e51dd2b26600459f8eaeb6b9eecaa7.jpg
The Kite Runner,Four,41.82,http://books.toscrape.com/media/cache/58/9d/589d73503d9a23d224de836134fae553.jpg
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Two,29.17,http://books.toscrape.com/media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg
How to Be Miserable: 40 Strategies You Already Use,One,46.03,http://books.toscrape.com/media/cache/da/8b/da8bc9b824dd3f446ef63e438ddbfc85.jpg
Her Backup Boyfriend (The Sorensen Family #1),One,33.97,http://books.toscrape.com/media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg
"Giant Days, Vol. 2 (Giant Days #5-8)",Two,22.11,http://books.toscrape.com/media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Three,29.69,http://books.toscrape.com/media/cache/d6/58/d658a1485b130ff26ca5fb0d5975ed2e.jpg
First and First (Five Boroughs #3),Four,15.97,http://books.toscrape.com/media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg
Fifty Shades Darker (Fifty Shades #2),One,21.96,http://books.toscrape.com/media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Two,37.97,http://books.toscrape.com/media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg
Unicorn Tracks,Three,18.78,http://books.toscrape.com/media/cache/76/8e/768ea5924ac1ef6297c2be9959c796c2.jpg
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,25.52,http://books.toscrape.com/media/cache/4a/3b/4a3b055f9e378a95fedbef55e7bab7ce.jpg
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One,16.28,http://books.toscrape.com/media/cache/36/df/36df4caaf1420b1183a8235355d39e69.jpg
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Three,31.12,http://books.toscrape.com/media/cache/03/86/038650c9e7517b4baf2a423cd8eed38f.jpg
This One Summer,Four,19.49,http://books.toscrape.com/media/cache/c4/dd/c4ddd9ced89966b0602ec85e00cd5b61.jpg
Thirst,Five,17.27,http://books.toscrape.com/media/cache/c4/0a/c40a64f59e7487b1a80a049f6ceb2ba5.jpg
The Torch Is Passed: A Harding Family Story,One,19.09,http://books.toscrape.com/media/cache/33/e5/33e507172541628acfd421503196b578.jpg
The Natural History of Us (The Fine Art of Pretending #2),Three,45.22,http://books.toscrape.com/media/cache/5d/7f/5d7f496cdf5e5962a73ecdcc1505c1d5.jpg
Reskilling America: Learning to Labor in the Twenty-First Century,Two,19.83,http://books.toscrape.com/media/cache/97/f8/97f8debeeaaece9603267653076e760f.jpg
In Her Wake,One,12.84,http://books.toscrape.com/media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg
How Music Works,Two,37.32,http://books.toscrape.com/media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,30.52,http://books.toscrape.com/media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg
Chase Me (Paris Nights #2),Five,25.27,http://books.toscrape.com/media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg
Black Dust,Five,34.53,http://books.toscrape.com/media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Three,22.50,http://books.toscrape.com/media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Five,40.30,http://books.toscrape.com/media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg
You Are What You Love: The Spiritual Power of Habit,Four,21.87,http://books.toscrape.com/media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Four,43.30,http://books.toscrape.com/media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg
Tuesday Nights in 1980,Two,21.04,http://books.toscrape.com/media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg
Tracing Numbers on a Train,Three,41.60,http://books.toscrape.com/media/cache/06/a6/06a6cfcf89afd1601cbba1a16cda57fb.jpg
Throne of Glass (Throne of Glass #1),Three,35.07,http://books.toscrape.com/media/cache/32/d6/32d6aa560e8ddf2a4da1526b95d4c7ab.jpg
The Wedding Dress,One,24.12,http://books.toscrape.com/media/cache/28/99/28992d89f4abf54fba183fc8d074adf3.jpg
The Vacationers,Four,42.15,http://books.toscrape.com/media/cache/37/25/372578cc073efae80cf284b56040a488.jpg
The Third Wave: An Entrepreneur’s Vision of the Future,Five,12.61,http://books.toscrape.com/media/cache/d0/77/d077a30042df6b916bfc8d257345c69e.jpg
The Stranger,Four,17.44,http://books.toscrape.com/media/cache/ea/04/ea0476a6f4c318ceccf5e2f2b39f2b15.jpg
Online Marketing for Busy Authors: A Step-By-Step Guide,One,46.35,http://books.toscrape.com/media/cache/ea/9b/ea9b2cb8abbb317402e618445bade1e1.jpg
The House by the Lake,One,36.95,http://books.toscrape.com/media/cache/0d/cb/0dcb33d60b0e79adf8ab9842e697ea2e.jpg
The Glittering Court (The Glittering Court #1),One,44.28,http://books.toscrape.com/media/cache/3e/0b/3e0b16851bec08b6cbf78d5f64af9114.jpg
The Genius of Birds,One,17.24,http://books.toscrape.com/media/cache/13/57/1357c6aa40c9e63d2f931927fbf81f3f.jpg
The Emerald Mystery,Two,23.15,http://books.toscrape.com/media/cache/81/58/81586cd0bf8743e1f5ed80b6a0e1fabe.jpg
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,One,41.25,http://books.toscrape.com/media/cache/54/89/54899b4584e941ceced511d81092c88a.jpg
Crown of Midnight (Throne of Glass #2),Three,43.29,http://books.toscrape.com/media/cache/66/25/6625e3bbb050de3e42a0c302c0d69f1f.jpg
"Codename Baboushka, Volume 1: The Conclave of Death",Four,36.72,http://books.toscrape.com/media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg
Camp Midnight,Four,17.08,http://books.toscrape.com/media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Five,29.14,http://books.toscrape.com/media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg
Burning,Three,28.81,http://books.toscrape.com/media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg
Wall and Piece,Four,44.18,http://books.toscrape.com/media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg
The Four Agreements: A Practical Guide to Personal Freedom,Five,17.66,http://books.toscrape.com/media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Three,31.05,http://books.toscrape.com/media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg
The Elephant Tree,Five,23.82,http://books.toscrape.com/media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg
The Bear and the Piano,One,36.89,http://books.toscrape.com/media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg
Sophie's World,Five,15.94,http://books.toscrape.com/media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg
Penny Maybe,Three,33.29,http://books.toscrape.com/media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg
Maude (1883-1993):She Grew Up with the country,Two,18.02,http://books.toscrape.com/media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg
"In a Dark, Dark Wood",One,19.63,http://books.toscrape.com/media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg
You can't bury them all: Poems,Two,33.63,http://books.toscrape.com/media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg
On a Midnight Clear,Three,14.07,http://books.toscrape.com/media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg
Obsidian (Lux #1),Two,14.86,http://books.toscrape.com/media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg
My Paris Kitchen: Recipes and Stories,Two,33.37,http://books.toscrape.com/media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,14.02,http://books.toscrape.com/media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Two,46.91,http://books.toscrape.com/media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Three,45.61,http://books.toscrape.com/media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Two,19.92,http://books.toscrape.com/media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg
"Layered: Baking, Building, and Styling Spectacular Cakes",One,40.11,http://books.toscrape.com/media/cache/98/d1/98d1c979c4bac9e147a6718946578b0f.jpg
Join,Five,35.67,http://books.toscrape.com/media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg
In the Country We Love: My Family Divided,Four,22.00,http://books.toscrape.com/media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg
Bossypants,Two,49.46,http://books.toscrape.com/media/cache/27/d2/27d20361745ec2f7be668b18a4da29da.jpg
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Two,37.92,http://books.toscrape.com/media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Two,28.09,http://books.toscrape.com/media/cache/06/18/061811c5845d0e13bc04b2a755f0830f.jpg
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Three,32.00,http://books.toscrape.com/media/cache/fe/b7/feb764b2afa54991cfdbbffdf501b333.jpg
The Artist's Way: A Spiritual Path to Higher Creativity,Five,38.49,http://books.toscrape.com/media/cache/0e/6d/0e6dc2484322c5b9e7854ced66fdf62d.jpg
The Art of War,Five,33.34,http://books.toscrape.com/media/cache/6d/71/6d71e36c8b1b9c885e1bb6c72cd8bcf8.jpg
The Argonauts,Two,10.93,http://books.toscrape.com/media/cache/0a/15/0a1567cd04a6582d333db71337b4e2a6.jpg
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Three,27.55,http://books.toscrape.com/media/cache/82/93/82939ca78da0b724f16ec814849514fd.jpg
Something More Than This,Four,16.24,http://books.toscrape.com/media/cache/59/10/5910fbd8a95e8e9de9c660b71e0694e2.jpg
Soft Apocalypse,Two,26.12,http://books.toscrape.com/media/cache/f0/06/f0060c756556b855184fa32f66280961.jpg
So You've Been Publicly Shamed,Two,12.23,http://books.toscrape.com/media/cache/6e/d4/6ed4991d97f60db29ec7b421e61a2cf3.jpg
Shoe Dog: A Memoir by the Creator of NIKE,Two,23.99,http://books.toscrape.com/media/cache/19/aa/19aa1184a3565b1dae6092146018e109.jpg
"Shobu Samurai, Project Aryoku (#3)",Three,29.06,http://books.toscrape.com/media/cache/ae/0c/ae0ccc307568b6d7699786411f3cbcc4.jpg
Secrets and Lace (Fatal Hearts #1),One,20.27,http://books.toscrape.com/media/cache/84/7c/847c06b541e2a3b2228b96d97a5fe7a6.jpg
Scarlett Epstein Hates It Here,Five,43.55,http://books.toscrape.com/media/cache/0f/d3/0fd306891f8fd3196653022fd67d6c87.jpg
Romero and Juliet: A Tragic Tale of Love and Zombies,One,36.94,http://books.toscrape.com/media/cache/12/f8/12f8002e5aab6d783e29b31aad36b5ba.jpg
Redeeming Love,Five,20.47,http://books.toscrape.com/media/cache/21/21/2121ba78e26194d92c334fde3850f840.jpg
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,One,41.06,http://books.toscrape.com/media/cache/5a/89/5a89e2dd7866dda6660fe508bc4b5249.jpg
Poems That Make Grown Women Cry,Four,14.19,http://books.toscrape.com/media/cache/38/64/386468a8c3e6b880664bf7885bf6f726.jpg
"Nightingale, Sing",One,38.28,http://books.toscrape.com/media/cache/18/08/18086e581ad354aa65f945c2b5c51350.jpg
Night Sky with Exit Wounds,One,41.05,http://books.toscrape.com/media/cache/25/54/2554431c797ec725eea50b3f8a83758c.jpg
Mrs. Houdini,Five,30.25,http://books.toscrape.com/media/cache/0e/fe/0efe86960cdff718aed01a5c3f65b1c3.jpg
Dark Notes,Five,19.19,http://books.toscrape.com/media/cache/6e/4e/6e4e8f4f4abd94356a9be840e4681e65.jpg
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Four,38.20,http://books.toscrape.com/media/cache/ba/36/ba368dfb2b6ae9979ff59d049c626167.jpg
What's It Like in Space?: Stories from Astronauts Who've Been There,Two,19.60,http://books.toscrape.com/media/cache/43/b7/43b70859e93901b019791cef86539ffc.jpg
Walt Disney's Alice in Wonderland,Five,12.96,http://books.toscrape.com/media/cache/28/50/2850439c2ba103fb69dba9cd2dd9f0c2.jpg
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Three,19.43,http://books.toscrape.com/media/cache/55/ce/55ced903becc59121d6edb47a4dcfb56.jpg
Close to You,Four,49.46,http://books.toscrape.com/media/cache/fa/f6/faf6d69a42f477e1da80a71f05a4dc25.jpg
Chasing Heaven: What Dying Taught Me About Living,Two,37.80,http://books.toscrape.com/media/cache/b7/6a/b76a73640d26b09c4a6f373b09050bed.jpg
Big Magic: Creative Living Beyond Fear,Three,30.80,http://books.toscrape.com/media/cache/62/ad/62ad9b4077416ddc0c4908062bca0e5e.jpg
Becoming Wise: An Inquiry into the Mystery and Art of Living,Two,27.43,http://books.toscrape.com/media/cache/ff/69/ff69c96b05affa03f647287e46210bf9.jpg
Beauty Restored (Riley Family Legacy Novellas #3),Two,11.11,http://books.toscrape.com/media/cache/51/6f/516f605a957a1f5592b81f4e06c491bb.jpg
Batman: The Long Halloween (Batman),Two,36.50,http://books.toscrape.com/media/cache/78/a7/78a7f184a4d6d62412861c68f1c3ad90.jpg
Batman: The Dark Knight Returns (Batman),Five,15.38,http://books.toscrape.com/media/cache/be/a9/bea95dbd7b2a843519c9a1dcfc433f9b.jpg
V for Vendetta (V for Vendetta Complete),Four,37.10,http://books.toscrape.com/media/cache/cc/8f/cc8fb914bfee31a7903a5cabaae64796.jpg
Until Friday Night (The Field Party #1),Two,46.31,http://books.toscrape.com/media/cache/19/cf/19cf50aea5bf0e8f4bc016f3745b3dfe.jpg
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Two,45.95,http://books.toscrape.com/media/cache/74/cd/74cd3f345b50452c3be6631669f13aa8.jpg
Twenty Yawns,Two,22.08,http://books.toscrape.com/media/cache/2b/38/2b380f77723c797c0389f978afa6db58.jpg
Through the Woods,Two,25.38,http://books.toscrape.com/media/cache/4c/af/4caf8f2a5ee8828d408cc8faadd3419c.jpg
This Is Where It Ends,Two,27.12,http://books.toscrape.com/media/cache/18/0b/180bfe1902cb3c0eb77d7c712efa2a96.jpg
The Year of Magical Thinking,Two,43.04,http://books.toscrape.com/media/cache/bf/e5/bfe526c22c7c08235c27a6474ebb4db9.jpg
The White Queen (The Cousins' War #1),Five,25.91,http://books.toscrape.com/media/cache/72/d8/72d861617b6d3aababe6e61e8d3c1056.jpg
The Wedding Pact (The O'Malleys #2),Three,32.61,http://books.toscrape.com/media/cache/7e/67/7e67addd80caaf8a9f9e9daa9cf66bb2.jpg
The Time Keeper,Five,27.88,http://books.toscrape.com/media/cache/8f/f8/8ff8680dde59ea739d6978a01e4d7fe5.jpg
Ayumi's Violin,Two,15.48,http://books.toscrape.com/media/cache/fa/18/fa18c44fba20b8191f6a88e2e28092fd.jpg
Anonymous,Four,46.82,http://books.toscrape.com/media/cache/fb/75/fb75a0ce3e0b01fa3852806c6d1f1af6.jpg
Amy Meets the Saints and Sages,Three,18.46,http://books.toscrape.com/media/cache/00/53/0053efa8515b8e2ad9b029c298766e9f.jpg
Amid the Chaos,One,36.58,http://books.toscrape.com/media/cache/52/46/524655fade1d9fe1475395a3eaff827a.jpg
Agnostic: A Spirited Manifesto,Five,12.51,http://books.toscrape.com/media/cache/9f/fc/9ffc43826233092d2acb4414f86627eb.jpg
Zealot: The Life and Times of Jesus of Nazareth,Three,24.70,http://books.toscrape.com/media/cache/3d/60/3d6003fc37b842a07c2dbe28e47448e1.jpg
You (You #1),Five,43.61,http://books.toscrape.com/media/cache/d6/97/d697268540fa982f4dce39f61ed3a342.jpg
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Four,37.34,http://books.toscrape.com/media/cache/19/39/19396172462f4cc0504d4e6e8b0e1647.jpg
Wild Swans,Two,14.36,http://books.toscrape.com/media/cache/bb/72/bb723ad463531c602ad8bcb244253bf3.jpg
The Star-Touched Queen,Five,46.02,http://books.toscrape.com/media/cache/53/5e/535e2be0b423797c2cdc7d98882c820a.jpg
The Songs of the Gods,Five,44.48,http://books.toscrape.com/media/cache/6c/a3/6ca34db7c01e554ad17bd3be74b561e3.jpg
The Song of Achilles,Five,37.40,http://books.toscrape.com/media/cache/66/f7/66f79b76d6c6b64fcc8110515c454e09.jpg
Modern Romance,Five,28.26,http://books.toscrape.com/media/cache/28/78/2878538a1039d9c4649110499a1393fb.jpg
The Power of Habit: Why We Do What We Do in Life and Business,Three,16.88,http://books.toscrape.com/media/cache/52/df/52dfc44f48cf29e7a9e305bcb63e1899.jpg
The Marriage of Opposites,Four,28.08,http://books.toscrape.com/media/cache/0f/c2/0fc21ec3489cb23116778ee84f425eca.jpg
The Lucifer Effect: Understanding How Good People Turn Evil,One,10.40,http://books.toscrape.com/media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),One,10.76,http://books.toscrape.com/media/cache/01/26/01264865c12ed6d987d6f0858cd1d0ba.jpg
Louisa: The Extraordinary Life of Mrs. Adams,Two,16.85,http://books.toscrape.com/media/cache/6f/d9/6fd92e5143cbd5bb8bcf034e5f007dde.jpg
Little Red,Three,13.47,http://books.toscrape.com/media/cache/80/25/8025b80a40178f2a6dd4f99ad88e0fba.jpg
Library of Souls (Miss Peregrine’s Peculiar Children #3),Five,48.56,http://books.toscrape.com/media/cache/f8/54/f85417465a73e33604624205ba8306cc.jpg
Large Print Heart of the Pride,Two,19.15,http://books.toscrape.com/media/cache/bd/e9/bde95ab9f776c911a7aa759cad60bb41.jpg
